Dates,Blocked,END where I got to
07-06-1992 to 11-06-1992,0,
08-06-1992 to 12-06-1992,0,
09-06-1992 to 13-06-1992,0,
10-06-1992 to 14-06-1992,0,
11-06-1992 to 15-06-1992,0,
12-06-1992 to 16-06-1992,0,
13-06-1992 to 17-06-1992,0,
14-06-1992 to 18-06-1992,0,
15-06-1992 to 19-06-1992,0,
16-06-1992 to 20-06-1992,0,
17-06-1992 to 21-06-1992,0,
18-06-1992 to 22-06-1992,0,
19-06-1992 to 23-06-1992,0,
20-06-1992 to 24-06-1992,0,
21-06-1992 to 25-06-1992,0,
22-06-1992 to 26-06-1992,0,
23-06-1992 to 27-06-1992,0,
24-06-1992 to 28-06-1992,0,
25-06-1992 to 29-06-1992,0,
26-06-1992 to 30-06-1992,0,
27-06-1992 to 01-07-1992,0,
28-06-1992 to 02-07-1992,0,
29-06-1992 to 03-07-1992,0,
30-06-1992 to 04-07-1992,0,
01-07-1992 to 05-07-1992,0,
02-07-1992 to 06-07-1992,0,
03-07-1992 to 07-07-1992,0,
04-07-1992 to 08-07-1992,0,
05-07-1992 to 09-07-1992,0,
06-07-1992 to 10-07-1992,0,
07-07-1992 to 11-07-1992,0,
08-07-1992 to 12-07-1992,0,
09-07-1992 to 13-07-1992,0,
10-07-1992 to 14-07-1992,0,
11-07-1992 to 15-07-1992,0,
12-07-1992 to 16-07-1992,0,
13-07-1992 to 17-07-1992,0,
14-07-1992 to 18-07-1992,0,
15-07-1992 to 19-07-1992,0,
16-07-1992 to 20-07-1992,0,
17-07-1992 to 21-07-1992,0,
18-07-1992 to 22-07-1992,0,
19-07-1992 to 23-07-1992,0,
20-07-1992 to 24-07-1992,0,
21-07-1992 to 25-07-1992,0,
22-07-1992 to 26-07-1992,0,
23-07-1992 to 27-07-1992,0,
24-07-1992 to 28-07-1992,0,
25-07-1992 to 29-07-1992,0,
26-07-1992 to 30-07-1992,0,
27-07-1992 to 01-08-1992,0,
28-07-1992 to 02-08-1992,0,
29-07-1992 to 03-08-1992,0,
30-07-1992 to 04-08-1992,0,
01-08-1992 to 05-08-1992,0,
02-08-1992 to 06-08-1992,0,
03-08-1992 to 07-08-1992,0,
04-08-1992 to 08-08-1992,0,
05-08-1992 to 09-08-1992,0,
06-08-1992 to 10-08-1992,0,
07-08-1992 to 11-08-1992,0,
08-08-1992 to 12-08-1992,0,
09-08-1992 to 13-08-1992,0,
10-08-1992 to 14-08-1992,0,
11-08-1992 to 15-08-1992,0,
12-08-1992 to 16-08-1992,0,
13-08-1992 to 17-08-1992,0,
14-08-1992 to 18-08-1992,0,
15-08-1992 to 19-08-1992,0,
16-08-1992 to 20-08-1992,0,
17-08-1992 to 21-08-1992,0,
18-08-1992 to 22-08-1992,0,
19-08-1992 to 23-08-1992,0,
20-08-1992 to 24-08-1992,0,
21-08-1992 to 25-08-1992,0,
22-08-1992 to 26-08-1992,0,
23-08-1992 to 27-08-1992,0,
24-08-1992 to 28-08-1992,0,
25-08-1992 to 29-08-1992,0,
26-08-1992 to 30-08-1992,0,
27-08-1992 to 01-09-1992,0,
28-08-1992 to 02-09-1992,0,
29-08-1992 to 03-09-1992,0,
30-08-1992 to 04-09-1992,0,
27-05-1993 to 01-06-1993,0,
28-05-1993 to 02-06-1993,0,
29-05-1993 to 03-06-1993,0,
30-05-1993 to 04-06-1993,0,
01-06-1993 to 05-06-1993,0,
02-06-1993 to 06-06-1993,0,
03-06-1993 to 07-06-1993,0,
04-06-1993 to 08-06-1993,0,
05-06-1993 to 09-06-1993,0,
06-06-1993 to 10-06-1993,0,
07-06-1993 to 11-06-1993,0,
08-06-1993 to 12-06-1993,0,
09-06-1993 to 13-06-1993,0,
10-06-1993 to 14-06-1993,0,
11-06-1993 to 15-06-1993,0,
12-06-1993 to 16-06-1993,0,
13-06-1993 to 17-06-1993,0,
14-06-1993 to 18-06-1993,0,
15-06-1993 to 19-06-1993,0,
16-06-1993 to 20-06-1993,0,
17-06-1993 to 21-06-1993,0,
18-06-1993 to 22-06-1993,0,
19-06-1993 to 23-06-1993,0,
20-06-1993 to 24-06-1993,0,
21-06-1993 to 25-06-1993,0,
22-06-1993 to 26-06-1993,0,
23-06-1993 to 27-06-1993,0,
24-06-1993 to 28-06-1993,0,
25-06-1993 to 29-06-1993,0,
26-06-1993 to 30-06-1993,0,
27-06-1993 to 01-07-1993,0,
28-06-1993 to 02-07-1993,0,
29-06-1993 to 03-07-1993,0,
30-06-1993 to 04-07-1993,0,
01-07-1993 to 05-07-1993,0,
02-07-1993 to 06-07-1993,0,
03-07-1993 to 07-07-1993,0,
04-07-1993 to 08-07-1993,0,
05-07-1993 to 09-07-1993,0,
06-07-1993 to 10-07-1993,0,
07-07-1993 to 11-07-1993,0,
08-07-1993 to 12-07-1993,0,
09-07-1993 to 13-07-1993,0,
10-07-1993 to 14-07-1993,0,
11-07-1993 to 15-07-1993,0,
12-07-1993 to 16-07-1993,0,
13-07-1993 to 17-07-1993,0,
14-07-1993 to 18-07-1993,0,
15-07-1993 to 19-07-1993,0,
16-07-1993 to 20-07-1993,0,
17-07-1993 to 21-07-1993,0,
18-07-1993 to 22-07-1993,0,
19-07-1993 to 23-07-1993,0,
20-07-1993 to 24-07-1993,0,
21-07-1993 to 25-07-1993,0,
22-07-1993 to 26-07-1993,0,
23-07-1993 to 27-07-1993,0,
24-07-1993 to 28-07-1993,0,
25-07-1993 to 29-07-1993,0,
26-07-1993 to 30-07-1993,0,
27-07-1993 to 01-08-1993,0,
28-07-1993 to 02-08-1993,0,
29-07-1993 to 03-08-1993,0,
30-07-1993 to 04-08-1993,0,
01-08-1993 to 05-08-1993,0,
02-08-1993 to 06-08-1993,0,
03-08-1993 to 07-08-1993,0,
04-08-1993 to 08-08-1993,0,
05-08-1993 to 09-08-1993,0,
06-08-1993 to 10-08-1993,0,
07-08-1993 to 11-08-1993,0,
08-08-1993 to 12-08-1993,0,
09-08-1993 to 13-08-1993,0,
10-08-1993 to 14-08-1993,0,
11-08-1993 to 15-08-1993,0,
12-08-1993 to 16-08-1993,0,
13-08-1993 to 17-08-1993,0,
14-08-1993 to 18-08-1993,0,
15-08-1993 to 19-08-1993,0,
16-08-1993 to 20-08-1993,0,
17-08-1993 to 21-08-1993,0,
18-08-1993 to 22-08-1993,0,
19-08-1993 to 23-08-1993,0,
20-08-1993 to 24-08-1993,0,
21-08-1993 to 25-08-1993,0,
22-08-1993 to 26-08-1993,0,
23-08-1993 to 27-08-1993,0,
24-08-1993 to 28-08-1993,0,
25-08-1993 to 29-08-1993,0,
26-08-1993 to 30-08-1993,0,
27-08-1993 to 01-09-1993,0,
28-08-1993 to 02-09-1993,0,
29-08-1993 to 03-09-1993,0,
30-08-1993 to 04-09-1993,0,
27-05-1994 to 01-06-1994,0,
28-05-1994 to 02-06-1994,0,
29-05-1994 to 03-06-1994,0,
30-05-1994 to 04-06-1994,0,
01-06-1994 to 05-06-1994,0,
02-06-1994 to 06-06-1994,0,
03-06-1994 to 07-06-1994,0,
04-06-1994 to 08-06-1994,0,
05-06-1994 to 09-06-1994,0,
06-06-1994 to 10-06-1994,0,
07-06-1994 to 11-06-1994,0,
08-06-1994 to 12-06-1994,0,
09-06-1994 to 13-06-1994,0,
10-06-1994 to 14-06-1994,0,
11-06-1994 to 15-06-1994,0,
12-06-1994 to 16-06-1994,0,
13-06-1994 to 17-06-1994,0,
14-06-1994 to 18-06-1994,0,
15-06-1994 to 19-06-1994,0,
16-06-1994 to 20-06-1994,0,
17-06-1994 to 21-06-1994,0,
18-06-1994 to 22-06-1994,0,
19-06-1994 to 23-06-1994,0,
20-06-1994 to 24-06-1994,0,
21-06-1994 to 25-06-1994,0,
22-06-1994 to 26-06-1994,0,
23-06-1994 to 27-06-1994,0,
24-06-1994 to 28-06-1994,0,
25-06-1994 to 29-06-1994,0,
26-06-1994 to 30-06-1994,0,
27-06-1994 to 01-07-1994,0,
28-06-1994 to 02-07-1994,0,
29-06-1994 to 03-07-1994,0,
30-06-1994 to 04-07-1994,0,
01-07-1994 to 05-07-1994,0,
02-07-1994 to 06-07-1994,0,
03-07-1994 to 07-07-1994,0,
04-07-1994 to 08-07-1994,0,
05-07-1994 to 09-07-1994,0,
06-07-1994 to 10-07-1994,0,
07-07-1994 to 11-07-1994,0,
08-07-1994 to 12-07-1994,0,
09-07-1994 to 13-07-1994,0,
10-07-1994 to 14-07-1994,0,
11-07-1994 to 15-07-1994,0,
12-07-1994 to 16-07-1994,0,
13-07-1994 to 17-07-1994,0,
14-07-1994 to 18-07-1994,0,
15-07-1994 to 19-07-1994,0,
16-07-1994 to 20-07-1994,0,
17-07-1994 to 21-07-1994,0,
18-07-1994 to 22-07-1994,0,
19-07-1994 to 23-07-1994,0,
20-07-1994 to 24-07-1994,0,
21-07-1994 to 25-07-1994,0,
22-07-1994 to 26-07-1994,0,
23-07-1994 to 27-07-1994,0,
24-07-1994 to 28-07-1994,0,
25-07-1994 to 29-07-1994,0,
26-07-1994 to 30-07-1994,0,
27-07-1994 to 01-08-1994,0,
28-07-1994 to 02-08-1994,0,
29-07-1994 to 03-08-1994,0,
30-07-1994 to 04-08-1994,0,
01-08-1994 to 05-08-1994,0,
02-08-1994 to 06-08-1994,0,
03-08-1994 to 07-08-1994,0,
04-08-1994 to 08-08-1994,0,
05-08-1994 to 09-08-1994,0,
06-08-1994 to 10-08-1994,0,
07-08-1994 to 11-08-1994,0,
08-08-1994 to 12-08-1994,0,
09-08-1994 to 13-08-1994,0,
10-08-1994 to 14-08-1994,0,
11-08-1994 to 15-08-1994,0,
12-08-1994 to 16-08-1994,0,
13-08-1994 to 17-08-1994,0,
14-08-1994 to 18-08-1994,0,
15-08-1994 to 19-08-1994,0,
16-08-1994 to 20-08-1994,0,
17-08-1994 to 21-08-1994,0,
18-08-1994 to 22-08-1994,0,
19-08-1994 to 23-08-1994,0,
20-08-1994 to 24-08-1994,0,
21-08-1994 to 25-08-1994,0,
22-08-1994 to 26-08-1994,0,
23-08-1994 to 27-08-1994,0,
24-08-1994 to 28-08-1994,0,
25-08-1994 to 29-08-1994,0,
26-08-1994 to 30-08-1994,0,
27-08-1994 to 01-09-1994,0,
28-08-1994 to 02-09-1994,0,
29-08-1994 to 03-09-1994,0,
30-08-1994 to 04-09-1994,0,
27-05-1995 to 01-06-1995,0,
28-05-1995 to 02-06-1995,0,
29-05-1995 to 03-06-1995,0,
30-05-1995 to 04-06-1995,0,
01-06-1995 to 05-06-1995,0,
02-06-1995 to 06-06-1995,0,
03-06-1995 to 07-06-1995,0,
04-06-1995 to 08-06-1995,0,
05-06-1995 to 09-06-1995,0,
06-06-1995 to 10-06-1995,0,
07-06-1995 to 11-06-1995,0,
08-06-1995 to 12-06-1995,0,
09-06-1995 to 13-06-1995,0,
10-06-1995 to 14-06-1995,0,
11-06-1995 to 15-06-1995,0,
12-06-1995 to 16-06-1995,0,
13-06-1995 to 17-06-1995,0,
14-06-1995 to 18-06-1995,0,
15-06-1995 to 19-06-1995,0,
16-06-1995 to 20-06-1995,0,
17-06-1995 to 21-06-1995,0,
18-06-1995 to 22-06-1995,0,
19-06-1995 to 23-06-1995,0,
20-06-1995 to 24-06-1995,0,
21-06-1995 to 25-06-1995,0,
22-06-1995 to 26-06-1995,0,
23-06-1995 to 27-06-1995,0,
24-06-1995 to 28-06-1995,0,
25-06-1995 to 29-06-1995,0,
26-06-1995 to 30-06-1995,0,
27-06-1995 to 01-07-1995,0,
28-06-1995 to 02-07-1995,0,
29-06-1995 to 03-07-1995,0,
30-06-1995 to 04-07-1995,0,
01-07-1995 to 05-07-1995,0,
02-07-1995 to 06-07-1995,0,
03-07-1995 to 07-07-1995,0,
04-07-1995 to 08-07-1995,0,
05-07-1995 to 09-07-1995,0,
06-07-1995 to 10-07-1995,0,
07-07-1995 to 11-07-1995,0,
08-07-1995 to 12-07-1995,0,
09-07-1995 to 13-07-1995,0,
10-07-1995 to 14-07-1995,0,
11-07-1995 to 15-07-1995,0,
12-07-1995 to 16-07-1995,0,
13-07-1995 to 17-07-1995,0,
14-07-1995 to 18-07-1995,0,
15-07-1995 to 19-07-1995,0,
16-07-1995 to 20-07-1995,0,
17-07-1995 to 21-07-1995,0,
18-07-1995 to 22-07-1995,0,
19-07-1995 to 23-07-1995,0,
20-07-1995 to 24-07-1995,0,
21-07-1995 to 25-07-1995,0,
22-07-1995 to 26-07-1995,0,
23-07-1995 to 27-07-1995,0,
24-07-1995 to 28-07-1995,0,
25-07-1995 to 29-07-1995,0,
26-07-1995 to 30-07-1995,0,
27-07-1995 to 01-08-1995,0,
28-07-1995 to 02-08-1995,0,
29-07-1995 to 03-08-1995,0,
30-07-1995 to 04-08-1995,0,
01-08-1995 to 05-08-1995,0,
02-08-1995 to 06-08-1995,0,
03-08-1995 to 07-08-1995,0,
04-08-1995 to 08-08-1995,0,
05-08-1995 to 09-08-1995,0,
06-08-1995 to 10-08-1995,0,
07-08-1995 to 11-08-1995,0,
08-08-1995 to 12-08-1995,0,
09-08-1995 to 13-08-1995,0,
10-08-1995 to 14-08-1995,0,
11-08-1995 to 15-08-1995,0,
12-08-1995 to 16-08-1995,0,
13-08-1995 to 17-08-1995,0,
14-08-1995 to 18-08-1995,0,
15-08-1995 to 19-08-1995,0,
16-08-1995 to 20-08-1995,0,
17-08-1995 to 21-08-1995,0,
18-08-1995 to 22-08-1995,0,
19-08-1995 to 23-08-1995,0,
20-08-1995 to 24-08-1995,0,
21-08-1995 to 25-08-1995,0,
22-08-1995 to 26-08-1995,0,
23-08-1995 to 27-08-1995,0,
24-08-1995 to 28-08-1995,0,
25-08-1995 to 29-08-1995,0,
26-08-1995 to 30-08-1995,0,
27-08-1995 to 01-09-1995,0,
28-08-1995 to 02-09-1995,0,
29-08-1995 to 03-09-1995,0,
30-08-1995 to 04-09-1995,0,
27-05-1996 to 01-06-1996,0,
28-05-1996 to 02-06-1996,0,
29-05-1996 to 03-06-1996,0,
30-05-1996 to 04-06-1996,0,
01-06-1996 to 05-06-1996,0,
02-06-1996 to 06-06-1996,0,
03-06-1996 to 07-06-1996,0,
04-06-1996 to 08-06-1996,0,
05-06-1996 to 09-06-1996,0,
06-06-1996 to 10-06-1996,0,
07-06-1996 to 11-06-1996,0,
08-06-1996 to 12-06-1996,0,
09-06-1996 to 13-06-1996,0,
10-06-1996 to 14-06-1996,0,
11-06-1996 to 15-06-1996,0,
12-06-1996 to 16-06-1996,0,
13-06-1996 to 17-06-1996,0,
14-06-1996 to 18-06-1996,0,
15-06-1996 to 19-06-1996,0,
16-06-1996 to 20-06-1996,0,
17-06-1996 to 21-06-1996,0,
18-06-1996 to 22-06-1996,0,
19-06-1996 to 23-06-1996,0,
20-06-1996 to 24-06-1996,0,
21-06-1996 to 25-06-1996,0,
22-06-1996 to 26-06-1996,0,
23-06-1996 to 27-06-1996,0,
24-06-1996 to 28-06-1996,0,
25-06-1996 to 29-06-1996,0,
26-06-1996 to 30-06-1996,0,
27-06-1996 to 01-07-1996,0,
28-06-1996 to 02-07-1996,0,
29-06-1996 to 03-07-1996,0,
30-06-1996 to 04-07-1996,0,
01-07-1996 to 05-07-1996,0,
02-07-1996 to 06-07-1996,0,
03-07-1996 to 07-07-1996,0,
04-07-1996 to 08-07-1996,0,
05-07-1996 to 09-07-1996,0,
06-07-1996 to 10-07-1996,0,
07-07-1996 to 11-07-1996,0,
08-07-1996 to 12-07-1996,0,
09-07-1996 to 13-07-1996,0,
10-07-1996 to 14-07-1996,0,
11-07-1996 to 15-07-1996,0,
12-07-1996 to 16-07-1996,0,
13-07-1996 to 17-07-1996,0,
14-07-1996 to 18-07-1996,0,
15-07-1996 to 19-07-1996,0,
16-07-1996 to 20-07-1996,0,
17-07-1996 to 21-07-1996,0,
18-07-1996 to 22-07-1996,0,
19-07-1996 to 23-07-1996,0,
20-07-1996 to 24-07-1996,0,
21-07-1996 to 25-07-1996,0,
22-07-1996 to 26-07-1996,0,
23-07-1996 to 27-07-1996,0,
24-07-1996 to 28-07-1996,0,
25-07-1996 to 29-07-1996,0,
26-07-1996 to 30-07-1996,0,
27-07-1996 to 01-08-1996,0,
28-07-1996 to 02-08-1996,0,
29-07-1996 to 03-08-1996,0,
30-07-1996 to 04-08-1996,0,
01-08-1996 to 05-08-1996,0,
02-08-1996 to 06-08-1996,0,
03-08-1996 to 07-08-1996,0,
04-08-1996 to 08-08-1996,0,
05-08-1996 to 09-08-1996,0,
06-08-1996 to 10-08-1996,0,
07-08-1996 to 11-08-1996,0,
08-08-1996 to 12-08-1996,0,
09-08-1996 to 13-08-1996,0,
10-08-1996 to 14-08-1996,0,
11-08-1996 to 15-08-1996,0,
12-08-1996 to 16-08-1996,0,
13-08-1996 to 17-08-1996,0,
14-08-1996 to 18-08-1996,0,
15-08-1996 to 19-08-1996,0,
16-08-1996 to 20-08-1996,0,
17-08-1996 to 21-08-1996,0,
18-08-1996 to 22-08-1996,0,
19-08-1996 to 23-08-1996,0,
20-08-1996 to 24-08-1996,0,
21-08-1996 to 25-08-1996,0,
22-08-1996 to 26-08-1996,0,
23-08-1996 to 27-08-1996,0,
24-08-1996 to 28-08-1996,0,
25-08-1996 to 29-08-1996,0,
26-08-1996 to 30-08-1996,0,
27-08-1996 to 01-09-1996,0,
28-08-1996 to 02-09-1996,0,
29-08-1996 to 03-09-1996,0,
30-08-1996 to 04-09-1996,0,
27-05-1997 to 01-06-1997,0,
28-05-1997 to 02-06-1997,0,
29-05-1997 to 03-06-1997,0,
30-05-1997 to 04-06-1997,0,
01-06-1997 to 05-06-1997,0,
02-06-1997 to 06-06-1997,0,
03-06-1997 to 07-06-1997,0,
04-06-1997 to 08-06-1997,0,
05-06-1997 to 09-06-1997,0,
06-06-1997 to 10-06-1997,0,
07-06-1997 to 11-06-1997,0,
08-06-1997 to 12-06-1997,0,
09-06-1997 to 13-06-1997,0,
10-06-1997 to 14-06-1997,0,
11-06-1997 to 15-06-1997,0,
12-06-1997 to 16-06-1997,0,
13-06-1997 to 17-06-1997,0,
14-06-1997 to 18-06-1997,0,
15-06-1997 to 19-06-1997,0,
16-06-1997 to 20-06-1997,0,
17-06-1997 to 21-06-1997,0,
18-06-1997 to 22-06-1997,0,
19-06-1997 to 23-06-1997,0,
20-06-1997 to 24-06-1997,0,
21-06-1997 to 25-06-1997,0,
22-06-1997 to 26-06-1997,0,
23-06-1997 to 27-06-1997,0,
24-06-1997 to 28-06-1997,0,
25-06-1997 to 29-06-1997,0,
26-06-1997 to 30-06-1997,0,
27-06-1997 to 01-07-1997,0,
28-06-1997 to 02-07-1997,0,
29-06-1997 to 03-07-1997,0,
30-06-1997 to 04-07-1997,0,
01-07-1997 to 05-07-1997,0,
02-07-1997 to 06-07-1997,0,
03-07-1997 to 07-07-1997,0,
04-07-1997 to 08-07-1997,0,
05-07-1997 to 09-07-1997,0,
06-07-1997 to 10-07-1997,0,
07-07-1997 to 11-07-1997,0,
08-07-1997 to 12-07-1997,0,
09-07-1997 to 13-07-1997,0,
10-07-1997 to 14-07-1997,0,
11-07-1997 to 15-07-1997,0,
12-07-1997 to 16-07-1997,0,
13-07-1997 to 17-07-1997,0,
14-07-1997 to 18-07-1997,0,
15-07-1997 to 19-07-1997,0,
16-07-1997 to 20-07-1997,0,
17-07-1997 to 21-07-1997,0,
18-07-1997 to 22-07-1997,0,
19-07-1997 to 23-07-1997,0,
20-07-1997 to 24-07-1997,0,
21-07-1997 to 25-07-1997,0,
22-07-1997 to 26-07-1997,0,
23-07-1997 to 27-07-1997,0,
24-07-1997 to 28-07-1997,0,
25-07-1997 to 29-07-1997,0,
26-07-1997 to 30-07-1997,0,
27-07-1997 to 01-08-1997,0,
28-07-1997 to 02-08-1997,0,
29-07-1997 to 03-08-1997,0,
30-07-1997 to 04-08-1997,0,
01-08-1997 to 05-08-1997,0,
02-08-1997 to 06-08-1997,0,
03-08-1997 to 07-08-1997,0,
04-08-1997 to 08-08-1997,0,
05-08-1997 to 09-08-1997,0,
06-08-1997 to 10-08-1997,0,
07-08-1997 to 11-08-1997,0,
08-08-1997 to 12-08-1997,0,
09-08-1997 to 13-08-1997,0,
10-08-1997 to 14-08-1997,0,
11-08-1997 to 15-08-1997,0,
12-08-1997 to 16-08-1997,0,
13-08-1997 to 17-08-1997,0,
14-08-1997 to 18-08-1997,0,
15-08-1997 to 19-08-1997,0,
16-08-1997 to 20-08-1997,0,
17-08-1997 to 21-08-1997,0,
18-08-1997 to 22-08-1997,0,
19-08-1997 to 23-08-1997,0,
20-08-1997 to 24-08-1997,0,
21-08-1997 to 25-08-1997,0,
22-08-1997 to 26-08-1997,0,
23-08-1997 to 27-08-1997,0,
24-08-1997 to 28-08-1997,0,
25-08-1997 to 29-08-1997,0,
26-08-1997 to 30-08-1997,0,
27-08-1997 to 01-09-1997,0,
28-08-1997 to 02-09-1997,0,
29-08-1997 to 03-09-1997,0,
30-08-1997 to 04-09-1997,0,
27-05-1998 to 01-06-1998,0,
28-05-1998 to 02-06-1998,0,
29-05-1998 to 03-06-1998,0,
30-05-1998 to 04-06-1998,0,
01-06-1998 to 05-06-1998,0,
02-06-1998 to 06-06-1998,0,
03-06-1998 to 07-06-1998,0,
04-06-1998 to 08-06-1998,0,
05-06-1998 to 09-06-1998,0,
06-06-1998 to 10-06-1998,0,
07-06-1998 to 11-06-1998,0,
08-06-1998 to 12-06-1998,0,
09-06-1998 to 13-06-1998,0,
10-06-1998 to 14-06-1998,0,
11-06-1998 to 15-06-1998,0,
12-06-1998 to 16-06-1998,0,
13-06-1998 to 17-06-1998,0,
14-06-1998 to 18-06-1998,0,
15-06-1998 to 19-06-1998,0,
16-06-1998 to 20-06-1998,0,
17-06-1998 to 21-06-1998,0,
18-06-1998 to 22-06-1998,0,
19-06-1998 to 23-06-1998,0,
20-06-1998 to 24-06-1998,0,
21-06-1998 to 25-06-1998,0,
22-06-1998 to 26-06-1998,0,
23-06-1998 to 27-06-1998,0,
24-06-1998 to 28-06-1998,0,
25-06-1998 to 29-06-1998,0,
26-06-1998 to 30-06-1998,0,
27-06-1998 to 01-07-1998,0,
28-06-1998 to 02-07-1998,0,
29-06-1998 to 03-07-1998,0,
30-06-1998 to 04-07-1998,0,
01-07-1998 to 05-07-1998,0,
02-07-1998 to 06-07-1998,0,
03-07-1998 to 07-07-1998,0,
04-07-1998 to 08-07-1998,0,
05-07-1998 to 09-07-1998,0,
06-07-1998 to 10-07-1998,0,
07-07-1998 to 11-07-1998,0,
08-07-1998 to 12-07-1998,0,
09-07-1998 to 13-07-1998,0,
10-07-1998 to 14-07-1998,0,
11-07-1998 to 15-07-1998,0,
12-07-1998 to 16-07-1998,0,
13-07-1998 to 17-07-1998,0,
14-07-1998 to 18-07-1998,0,
15-07-1998 to 19-07-1998,0,
16-07-1998 to 20-07-1998,0,
17-07-1998 to 21-07-1998,0,
18-07-1998 to 22-07-1998,0,
19-07-1998 to 23-07-1998,0,
20-07-1998 to 24-07-1998,0,
21-07-1998 to 25-07-1998,0,
22-07-1998 to 26-07-1998,0,
23-07-1998 to 27-07-1998,0,
24-07-1998 to 28-07-1998,0,
25-07-1998 to 29-07-1998,0,
26-07-1998 to 30-07-1998,0,
27-07-1998 to 01-08-1998,0,
28-07-1998 to 02-08-1998,0,
29-07-1998 to 03-08-1998,0,
30-07-1998 to 04-08-1998,0,
01-08-1998 to 05-08-1998,0,
02-08-1998 to 06-08-1998,0,
03-08-1998 to 07-08-1998,0,
04-08-1998 to 08-08-1998,0,
05-08-1998 to 09-08-1998,0,
06-08-1998 to 10-08-1998,0,
07-08-1998 to 11-08-1998,0,
08-08-1998 to 12-08-1998,0,
09-08-1998 to 13-08-1998,0,
10-08-1998 to 14-08-1998,0,
11-08-1998 to 15-08-1998,0,
12-08-1998 to 16-08-1998,0,
13-08-1998 to 17-08-1998,0,
14-08-1998 to 18-08-1998,0,
15-08-1998 to 19-08-1998,0,
16-08-1998 to 20-08-1998,0,
17-08-1998 to 21-08-1998,0,
18-08-1998 to 22-08-1998,0,
19-08-1998 to 23-08-1998,0,
20-08-1998 to 24-08-1998,0,
21-08-1998 to 25-08-1998,0,
22-08-1998 to 26-08-1998,0,
23-08-1998 to 27-08-1998,0,
24-08-1998 to 28-08-1998,0,
25-08-1998 to 29-08-1998,0,
26-08-1998 to 30-08-1998,0,
27-08-1998 to 01-09-1998,0,
28-08-1998 to 02-09-1998,0,
29-08-1998 to 03-09-1998,0,
30-08-1998 to 04-09-1998,0,
27-05-1999 to 01-06-1999,0,
28-05-1999 to 02-06-1999,0,
29-05-1999 to 03-06-1999,0,
30-05-1999 to 04-06-1999,0,
01-06-1999 to 05-06-1999,0,
02-06-1999 to 06-06-1999,0,
03-06-1999 to 07-06-1999,0,
04-06-1999 to 08-06-1999,0,
05-06-1999 to 09-06-1999,0,
06-06-1999 to 10-06-1999,0,
07-06-1999 to 11-06-1999,0,
08-06-1999 to 12-06-1999,0,
09-06-1999 to 13-06-1999,0,
10-06-1999 to 14-06-1999,0,
11-06-1999 to 15-06-1999,0,
12-06-1999 to 16-06-1999,0,
13-06-1999 to 17-06-1999,0,
14-06-1999 to 18-06-1999,0,
15-06-1999 to 19-06-1999,0,
16-06-1999 to 20-06-1999,0,
17-06-1999 to 21-06-1999,0,
18-06-1999 to 22-06-1999,0,
19-06-1999 to 23-06-1999,0,
20-06-1999 to 24-06-1999,0,
21-06-1999 to 25-06-1999,0,
22-06-1999 to 26-06-1999,0,
23-06-1999 to 27-06-1999,0,
24-06-1999 to 28-06-1999,0,
25-06-1999 to 29-06-1999,0,
26-06-1999 to 30-06-1999,0,
27-06-1999 to 01-07-1999,0,
28-06-1999 to 02-07-1999,0,
29-06-1999 to 03-07-1999,0,
30-06-1999 to 04-07-1999,0,
01-07-1999 to 05-07-1999,0,
02-07-1999 to 06-07-1999,0,
03-07-1999 to 07-07-1999,0,
04-07-1999 to 08-07-1999,0,
05-07-1999 to 09-07-1999,0,
06-07-1999 to 10-07-1999,0,
07-07-1999 to 11-07-1999,0,
08-07-1999 to 12-07-1999,0,
09-07-1999 to 13-07-1999,0,
10-07-1999 to 14-07-1999,0,
11-07-1999 to 15-07-1999,0,
12-07-1999 to 16-07-1999,0,
13-07-1999 to 17-07-1999,0,
14-07-1999 to 18-07-1999,0,
15-07-1999 to 19-07-1999,0,
16-07-1999 to 20-07-1999,0,
17-07-1999 to 21-07-1999,0,
18-07-1999 to 22-07-1999,0,
19-07-1999 to 23-07-1999,0,
20-07-1999 to 24-07-1999,0,
21-07-1999 to 25-07-1999,0,
22-07-1999 to 26-07-1999,0,
23-07-1999 to 27-07-1999,0,
24-07-1999 to 28-07-1999,0,
25-07-1999 to 29-07-1999,0,
26-07-1999 to 30-07-1999,0,
27-07-1999 to 01-08-1999,0,
28-07-1999 to 02-08-1999,0,
29-07-1999 to 03-08-1999,0,
30-07-1999 to 04-08-1999,0,
01-08-1999 to 05-08-1999,0,
02-08-1999 to 06-08-1999,0,
03-08-1999 to 07-08-1999,0,
04-08-1999 to 08-08-1999,0,
05-08-1999 to 09-08-1999,0,
06-08-1999 to 10-08-1999,0,
07-08-1999 to 11-08-1999,0,
08-08-1999 to 12-08-1999,0,
09-08-1999 to 13-08-1999,0,
10-08-1999 to 14-08-1999,0,
11-08-1999 to 15-08-1999,0,
12-08-1999 to 16-08-1999,0,
13-08-1999 to 17-08-1999,0,
14-08-1999 to 18-08-1999,0,
15-08-1999 to 19-08-1999,0,
16-08-1999 to 20-08-1999,0,
17-08-1999 to 21-08-1999,0,
18-08-1999 to 22-08-1999,0,
19-08-1999 to 23-08-1999,0,
20-08-1999 to 24-08-1999,0,
21-08-1999 to 25-08-1999,0,
22-08-1999 to 26-08-1999,0,
23-08-1999 to 27-08-1999,0,
24-08-1999 to 28-08-1999,0,
